author,comment
@MXF11,First thumbs down.
@suzzannarogers,Jordan Peterson is timeless! His wisdom and advice can be for anyone in any situation or circumstance. Not many people can speak in such a way where that is the case.
@stimpsonjcat67,There&#39;s a lot of evidence that &#39;scientists&#39; have really gotten into the lying business lately.<br>I wonder why?
@kingb3746,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=2013"">33:33</a> lol"
@Donrosco1,Thank you very much gentlemen.<br>It is greatly appreciated and will serve humanity more than we could all know.<br>God bless.<br>❤️👍👌🙏🙌
@cd43,Placing the Manscaped ad right at the Ron Jeramy part was clutch 🤙
@dinidudayan3316,This man saved my life❤️
@stimpsonjcat67,"OK, I love you two, but the idea of Michaelangelo seeing the thing he wants in the block of marble and releasing it isn&#39;t really how it works, in my experience.<br>Sure, something is seen in the beginning.<br>Then you start making it, but it doesn&#39;t want to be EXACTLY what you saw, and you make mistakes...there are flaws in the material...the piece &#39;varies&#39; from the original &#39;plan&#39;.<br>And it&#39;s OK...mostly...because the IDEA of the thing is still there.<br>That&#39;s US!<br>We&#39;re not what we want to be.  What we SEE as the end product of us.<br>But the idea of us is there.<br>We&#39;re what&#39;s left of the ideal.<br>But you never know what was left on the floor."
@OutisHeirophant23,I love to hear Dr Peterson wax philosophical he was on the precipice of a real revolution after referring to Plato’s Forms.. then you brought up Lizzo. That really hurt my highest Good 😢
@RazzleDazzleEm,What a fantastic conversation. It was a blessing to sit beside this meeting. Thank you gentlemen.
@deanthegod5649,Such a great man Jordan Peterson is i wish there was more people like him!
@harambeexpress,This felt more like classic Jordan Peterson. That&#39;s good.
@couragecoachsam,"Jordan called out the “counter-Enlightenment”. Jung called this the Age of Aquarius. We’re living through a big change in humanity, hopefully for the better"
@ShinkaTV,&quot;Solipsistic porn masturbator&quot; is an interesting band name.
@Islas_Canarias,"I homeschool our 15 year old son and I use Hillsdale online to teach him English literature. The very first novel they started with was Beauty and the Beast. What an adventure that was. We managed to cover English literature, history, ethics AND science all at once. The inspiration for the story came from a man who was from the Canary Islands, where I am from. He suffered from a medical condition that caused him to grow excess hair all over his body. So, once we read the story, we researched the the man then his medical condition. My son got to learn about the history of where he is from at the same time. Priceless. Next year we will be doing their World War 2 module."
@quixoticPrancer,"Put called, he wants his covid table back 😂"
@JasonMckellMusic,"Possibly one your best podcasts, haven&#39;t even finished it yet and its great.."
@dammieog,Thank you gentlemen
@ssSlyEyes,Those socks tho
@danielgreen8944,Thank you
@zacharyvanhorn175,"Chris out of all the podcasters I watch, your video production is top notch. <br><br>Colors and setting are perfect every time"
@leedufour,Thanks Jordan and Chris!
@antonyshadowbanned,This is somehow the most profound and relevant to my life Peterson&#39;s appearance. I say that having listened to 100s of hours of his lectures and podcasts since 2015. Tons of gratitude to both of you guys!
@stefanc9859,Awesome!🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥✝️
@MelodiAyar,I&#39;ve lost respect for this guy.
@Astillion,"Jordan mentioned Dawkins several times. I think that&#39;s a que to get him on the show soon. Maybe after Jordans book has come out so Dawkins can respond to it. I&#39;m a big fan of Richard, and I&#39;ve rarely, if ever, read a book that is so good at explaining a complicated topic like The Selfish Gene.<br><br>JP is a fascinating character to me in a lot of ways. He hasn&#39;t had a big impact on me as I&#39;ve understood he has for many others. I cleaned my room, so to speak, some years before I knew of his existance. I think a lot of what he says makes sense, and certainly agree with him in the pursuit of truth. But some of the things he says also makes no sense at all to me. Specifically about God. I&#39;m a lifelong atheist, and I look forward to reading his book. I&#39;ll try my best to do it with an open mind. I wish Chris would have asked him what he means by the atheist argument. I guess he&#39;ll explain that in the book. I hope it&#39;s not going to be a strawman. If anyone reads this and knows, please enlighten me."
@ant5856,Who&#39;s this joker?
@TheWildernessLife,Anyone who attacks this man is only revealing their own lack of integrity.
@Kaycee-mr5bb,I love Dr. Peterson when he went to Northern California I was excited! I missed the VIP tickets and sold out right away. But still got a seat close enough to see him and hear what he says in person. <br>I can’t wait for his next book to come out. I see him as a father figure since I lost my dad since I was 13 years old. I thank God for his wisdom and his passion to speak the truth to people ❤😊…
@IWFarrar2,One of the best parts about ANY Jordan Peterson video is reading the comments.  The number of people this man has helped WITHOUT ever meeting them is absolutely astonishing.
@adamwall7852,Chris! You’ve been kicking ass lately! So so so many amazing and valuable podcasts! Thank you so much for the guests and asking questions in a very helpful and digestible way while also being vulnerable about your own struggles!
@caleighdarroch3905,Is it just me or does this look AI generated ? They don&#39;t look real
@connorb5093,Does anyone know of a source regarding the 4-letter T-word test Peterson talks about?
@Fisherpriest,"Stumbling towards the truth for those who have that ambition is hard enough, JBP doing it in public is a miracle. I mean that literally."
@cashway0420,"&quot;There&#39;s this pervasive belief that everything is terrible and it can&#39;t get better and the people who think it can improve are dumb and delusional and the problem... and I don&#39;t like that and I don&#39;t know where it comes from.&quot; That statement is ridiculous, the only real view you have of this world are the things you&#39;ve witnessed and felt from your own perspective. The reason he can&#39;t comprehend why some people have that belief and view of the world is because they&#39;ve been through actual hell, things so bad that normal or privileged people like the podcaster literally can&#39;t imagine. Imagine coming back from war or being raped repeatedly as a kid and still being able to have optimism and faith in this world? The answer is you actual can&#39;t imagine it unless you&#39;ve been through it no matter how much you think you can, if you haven&#39;t experienced that type of pain personally it&#39;s IMPOSSSIBLE for you to understand. That&#39;s the problem with people, we think we can put ourselves in other peoples shoes when you really can&#39;t. Drugs are a good example of that how many people dabbled with hard drugs thinking &quot;how bad can it really be to be fully addicted&quot; until they find out the hard way what hell addiction can bring, they thought they knew but had no idea. PTSD is also a very real thing, when you experienced enough darkness your brain won&#39;t function the same after, even just basic things like executive function and simple decision making will be affected, sometimes you can only take so much."
@alexwithletters3215,"Okay, I know I should be positive but it&#39;s fucking annoys me that instead of listening to a conversation I have to listen to Chris peddle his trinkets every 15 minutes."
@eqapo,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=7140"">1:59:00</a> aw shit the banner has been flown"
@IgnoranceBegetsConfidence,"is it not funny how an athiest that present himself as a christain, just because he thinks that humanity needs the manipulation + &quot;guidence&quot;  of religion to co-exists. is giving a lecture on stop wasting time. He thinks so little of people. I might be wrong he might not be athiestic but at the very least he does not believe in BS and would need 40 hours apparetly to explain that point to such an confusing result that no one would be the wiser to his position of his belief. Im also assuming that he thinks that humanity needs the manipulation and &quot;guidence&quot; since that is what he is promoting so seems most likely to be true. All the all while he knows that the masses would not be able to see through his fake representation of himself. admittingly its annyoing to me that he knows he will get away with this. since the masses are ... well.... probably you reading this."
@CSAcrazy,You need to be married to have good mental health but nobody wants to marry me because I have bad mental health. I don’t know how to get out of that loop
@traceler,It is already wasted!
@hollypinque5349,"I can not describe how shocking I find it when people dislike Jordan Peterson. It just seems to mean they have not watched any long form content from him, or read anything of substance from or about him. He is so genuine and wise, its incredible. Even when we disagree, I respect how he thinks and I respect his willingness to learn, to grow, to change and then to showcase it! Incredible."
@aytanmaster1459,Amazing podcast. 👏 ❤
@rodjourney,"Even though I sometimes don&#39;t completely agree with some of the points Jordan Peterson makes, I have to admit that he also says a lot of important things. When it comes to psychology, his advice has been extremely helpful in my life. I started watching his videos 5 years ago and I can safely say that he is a very smart person who wants good for others. This interview proved it again. I can recommend him to everyone."
@0201Cosmic,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=7500"">2:05:00</a> yes"
@0201Cosmic,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=7230"">2:00:30</a> yes"
@kogho5362,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=1390"">23:10</a>"
@monthc,&quot;Reality isn&#39;t what presents itself moment to moment. Reality is...&quot;<br><br>Eternal. It&#39;s God. That&#39;s reality.
@jadesivan574,I have advice for Jordan. Relax your face Jordan! Take a deep breath and let your muscles rest for Gods sake!
@0201Cosmic,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=7120"">1:58:40</a> wrong"
@TheConsciousMan143,Jordans socks are the best part about this
@0201Cosmic,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=6900"">1:55:00</a>"
@TheConsciousMan143,So much wisdom here
@michaelnice93,He can read 20 words per second heh? Bloody hell!!
@jepperskov3866,"“no wonder you’re miserable anxious and hopeless if you’re aiming for the lowest impulses of your brain for instant gratification”. Paraphrased this, but JP speaks about the inevitable that’s no more inevitable in a culture full of lies"
@JeffPackham.,Ok remember your brain processes information . Upside Down 🙃
@DanielTaylor-tz1rf,"Ahh, Dr. Kermit on benzos"
@eunicestjarielofficial,I really love these talks until they start using the Name of Jesus in vain. It is such a stumbling block for me on podcasts.
@0201Cosmic,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=3900"">1:05:00</a>"
@Maksim--Spektor,"Chris is one of my few online favourites to watch and listen to.<br>The only thing is that it does seem like Chris is merely trying to squeeze the information out of the guest and say what he wants to say before really soaking in the guest&#39;s words.<br><br>I am not saying that i would be better than Chris in many of the things he does, though it is true that the best interviewers &#39;dissappear&#39; within the interview and turn it into a conversation more than anything else.<br><br>It is indeed the (relatively) early start of Chris&#39; online career, and i hope he greatly improves with time !<br>Will be looking forward to the great conversations !"
@andreasp3452,Jordan kind of confessed that he would like to be Russell Brand
@MattHunX,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=5868"">1:37:48</a> - From 333 million to 370 then back to 366 by 2100. Okay...<br><br>1) How can they possibly Hari Seldon that? <br>2) And the problem is? <br><br>Oh, a few million less humans, barely a drop in the percentage. How horrible! A tragedy, truly. Something MUST be done. RIGHT NOW! To offset that. Why is this such a worry for people? From 370 million to 366, like that&#39;s significant, on the whole.<br><br>The only area where Jordan loses me is all the god-talk and defense of religion/god and the need for it - for morality, cohesion, coping...etc. <br><br>Why is god the sum of all good? Objectively? It can only be subjective, as the very idea of god varies from person to person, even when they share the same religious faith. Christianity has over 38000 different denominations, but even if it was only a 100, it still couldn&#39;t and shouldn&#39;t be taken seriously. <br><br>Also, his whole project discussing the bible, it&#39;s great that they have these particularly deep analyses and interpretations of it and can draw more wisdom from it, but that&#39;s not how most believers are able to look at it. And that&#39;s not how they looked at it all throughout history. Not even scholars. Some believe in the talking snake, literally, while others get mad if you tell them the Earth is more than 6,000 years old. Some look at the Pope as the leader of their faith, others say &quot;Nope! Not mine!&quot; <br><br>They&#39;re giving far too much credit to scripture that was compiled from a several-decades-long game of &quot;telephone&quot;, from the life-experiences and naturally extremely limited worldview of largely illiterate, highly superstitious people, who thought lightning was a sign of an angry god, who were more concerned about not eating shrimp than putting something in the 10 big commandments about not owning slaves, maybe. Social cohesion and some moral tales aside, it cannot be taken seriously when anyone tries to defend its past or present relevance. <br><br>And atheists understand perfectly well what sacrifice means, even in the biblical narrative, partly because many were brought up religious, but also because it&#39;s not hard to understand. It&#39;s nothing special, nor is there anything more to it in a biblical context, from the way he described it. So, even those who weren&#39;t brought up in the tradition can easily understand as much, as they go through life and learn. It&#39;s just that they learn not to take scripture too seriously, or at all, certainly not as the basis for morality and guidance. Jordan severely underestimates and misunderstands how atheists &#39;function.&#39;<br><br>Of course the universities grew out of the monasteries. Where else could any sort knowledge be kept and passed throughout the Dark Ages. The church practically hoarded knowledge, while the masses remained largely ill-educated. In ancient Egypt, the priesthood was educated enough that they could predict the tides from the cycles of the moon, already, but to the common peasant their knowledge seemed divine and so they were elevated and revered, kept in power. All that isn&#39;t to say science and dogma were never at odds. Of course they were. By their very nature. And even when people had all the knowledge education could give and were revolutionary thinkers of their age, sought to answer the really tough questions, pushing the boundaries of our understanding of the nature of reality, physics, our place in the grander scheme of things/in the universe, those questions often stopped at &quot;God did it.&quot; Even Isaac Newton stopped at that, when he couldn&#39;t figure out the answer to a seemingly impossible-to-solve problem without resorting to god, and invoked the concept of a prime-mover. The people who COULD figure those questions out, later, did it without needing the god-hypothesis. The danger of seeking answers to anything, including morality, in religion/religious faith/god/the almighty - and however one would define all those - is that it is easy to just circle back and arrive at the easiest answer that is &quot;god&quot;, and be satisfied with it, especially when one already started from that position, and then believe they have given it enough rigorous thought to reassure themselves that their thinking must be sound. The people who compiled the bible probably didn&#39;t and couldn&#39;t give it even a fraction of the thought that Jordan seems to give it in his analyses and modern interpretation of it."
@wallace_wayne,Love that ad for manscaped
@philipnilsson4027,I would really like to see Peterson and Andrew Tate head on head in a discussion with eachother... that would be wild.
@TPS-now,"why do you bring this guy who supports colonialism, apartheid and collective punishment  of the indigenous palestinians ?"
@mikepoppjr,I like that jacket
@Cyanid3Child,"&quot;I don&#39;t think someone can read my new book and come away atheistic&quot;<br>Bruh, I was already excited for it. Damn. lol"
@HolmisMusic,This is like a robot trying to speak to a human. 🙂 Jordan is the Human fyi
@andrewpaczynski4018,The first 3 mins is loaded with so much wisdom that its worth stopping there and reflecting on it or replaying it again. Jordan Peterson is truly a force for good.
@benp4877,"Great job, Chris. Have a good tour. Take JP’s advice from there at the end."
@bradleywitbooi5268,this is one of the best interviews I&#39;ve ever seen. I&#39;ve learnt so much.
@dima_r6,Peterson abandoned his morals by endorsing Zionism.
@Anonymouskid7,Free Palestine
@Macklyn3232,Jordan looks 15 years younger. I’m so happy that he looks so healthy because I’m pretty sure that means he’s even stronger now than he has been.
@brianfolz3002,UNWIND by praying the Rosary!<br>Ask Tammy or Jordan on how to pray it.
@0ucantstopme034,Love the leisure suit...
@Charlesbentleyart,Very appropriate placement of the manscaped ad haha
@kennyfernandez2866,"I think there is a deep crack in Peterson logic that even he does not notice. You can&#39;t follow conscience and society at the same time, because society alwas falls short of the ideal. Everyone makes a a choice about this every momento. Do what is right or what is expected. So the whole discourse about social hierarchies, and socially nested indentities at a certain point fall apart. Identities exist in a bounded reality, but that bounded reality is reality itself. It is truth. Truth is not fully embodied by the social reality, and such a fact is what generates all the conflicts we see today. So to posit that social rules are guides to enlightenement or understanding is bollocks. Only reason and conscience lead to truth and ARE the embodyment of truth. That&#39;s why modern people object to society defining them. Yet, to Peterson&#39;s point, deviating to hedonic pleasure is an inward option to pretend to have some standing. But deep down everyone knows their place in life. If you can be fooled by others is just cuz you are fooling yourself."
@stvbrsn,"I went to a (relatively) big school, northwestern university. But I did have two classes (one with 18, one with 30 or so students) with Frank Galati, a Tony award winning playwright. A wonderful human being, and he really took an interest in my journey. I was fortunate to have one of those rare professors that Jordan referred to. And I like the fact that he’s not super well known, but he does have a Wikipedia page!"
@cuCZ6,"I applaud you Chris for being able to extract that much information from Dr. Peterson, appreciate the work. What a fantastic listen that was."
@THEONLYWAYISUP0,I&#39;m so grateful thank you 🙏
@sattamassagan290,"Bloody hell Chris, these ads.."
@whirloffire,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=6615"">1:50:15</a> if all the baseball statisticians where to turn their efforts anywhere else the world&#39;s problems might just get solved lol"
@dnllamb,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=7790"">2:09:50</a>"
@zxcqwe6931,"Yeah dude saying &quot;give em hell&quot; says something about being force for good, speaks about mental toughness and hops on drugs and medications because he cant sleep BECAUSE of twitter haters. Pure hypocricy"
@scproinc,This talk is basically Jordan throwing rocks at atheists.
@JC-et3mx,Great podcast and interview wow
@nikolatodorov1994,"Yes he used to be a smart man, nowdays i wont listen to someone who advocates for &quot;give them hell&quot;. JP should do better"
@aleks_1998,"Fantastic interview, great questions and as always insightful responses from JP."
@globusdiablo,"@ChrisWillx , from a visual production perspective, you&#39;re sitting too far apart. The distance suggests animosity or unease. Cut 50 cm out of the middle of that table and add a smidge of intimacy to your interviews. The quality of your interviews justifies it. :)"
@whirloffire,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=5040"">1:24:00</a> it is said that anxiety is living in the future if a 13 or 14 year old is not living in the future they aren&#39;t thinking right"
@gravitheist5431,"Silly word games.<br>After all that , you say to have faith or believe in what you believe to be true ( like you can believe in anything else ) makes someone less of an atheist ( like it&#39;s a scale ) .Atheist to you and many others , amazingly, is some sort of an immoral nihilist etc  ,atheist is someone who knows god doesn&#39;t actually exist , and it turns out ,you&#39;re more of an atheist than you want people to think you are, Dr Peterson."
@AWEdio,What time did this get uploaded yesterday? I was obviously early.
@palmervisuals,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=4267"">1:11:07</a> what podcast/host(s) is he talking about?"
@xxyourhunterxx4044,@ChrisWilliamson so where did jordan have that suit tailored..
@Macklyn3232,Dr. Petersen looks so much healthier in this video. Good to see.
@JustinSilvis-j2w,My tank is half full on E<br>Rule to live by
@MSinc1,The light beam coming in behind Peterson with the bright glass door behind Chris gives this religious vibes. Very interesting and well done (again)
@joe42m13,"When Intellectual curiosity intersects with Spiritual pursuit, you get something like John Vervaeke&#39;s <b>Dialogos</b> ."
@magonus195,"Make it your ambition to lead a quiet life, to mind your own business, and work with your hands."
@samuelasnake3234,"I&#39;m an Orthodox Christian from Ethiopia and I&#39;ve watched almost all of Jordan Peterson&#39;s lectures, interviews and Q&amp;A on YouTube since I discovered him a little more than two years ago. I&#39;ve learned a great deal from him. I genuinely love and respect him so much so that I view him as my second father. May God be with you every step of your path in life Dr. JP! You have no idea how many people&#39;s lives you&#39;ve touched outside the west. You are my life teacher."
@tjunkieu2b,hmmm ... my grandma said it better than gospel  &quot; .. if you don&#39;t knock the doors don&#39;t open...&quot; :)
@gabrielpelegrini6135,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=6671"">1:51:11</a> careful mr. Peterson... careful..."
@RichHamilton777,Sorry Chris but you really need to redesign the “Neutonic “ can. Great name and I am sure high quality product but that eye on the can is just straight up creepy. It’s especially distracting when trying to watch the podcast…
@cognizantsapience,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=11591"">3:13:11</a> the stories âre solidifyingly internal"
@AleksandarIvanov69,"3hrs and 23 minutes in the mind of one of the most brilliant of our time is a blessing beyond belief.<br>Humanity not celebrating daily this opportunity is a tragic misstep in our cultural and genetic evolution.<br>True honest gratitude is one huge part of the path to personal freedom and wellbeing, yet is felt and given attention so rarely."
@alteredendeavor,"I used to love Peterson until he jumped way too far into the Gospel and religious areas.  I&#39;m not saying some of this isn&#39;t relevant but other books, religions, and philosophers have had equally profound sayings.  It&#39;s not unique to the specific area of focus and a lot of this screams confirmation bias.  The world is large, complicated, and nuanced.<br><br>Edit: The amount of mental gymnastics and definitional wordplay to shoehorn certain perspectives is pretty annoying.  No, God does not equal good, especially if you use the Job story you sighted.  That very situation completely nukes the idea of an all-loving, all-knowing, and all-powerful God.  You can&#39;t play games and pick and choose when and what to use."
@fai8t,"wake up from drugs, free Palestine 🇵🇸"
@DailyWealth365,HECK YEAH! i gotta try shaving myself like a ninja 😂
@psychlops924,"&quot;Monk mode&quot; sounds a lot like my time as a missionary for the Church of Jesus Christ of Latter Day Saints. Mind you, that was 2 years instead of a few months, but I&#39;m often struck by how often a problem Jordan presents was solved by serving a mission."
@Nolicensefirearms,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=1395"">23:15</a> whattttt the hell bro who gave the okay on this add script"
@BarbaraKenley,I’ve been in a place of not feeling free to be honest. I’ve been avoiding making a decision. I have no peace with staying I have no peace with leaving. Indecision is a heavy load for sure. Not being sure which choice is best. I appreciate the thoughts on the subject.
@stvbrsn,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=3978"">1:06:18</a> “quite educated and quite smart, but all tricks.”<br><br>Yep, sounds like psychopathy to me."
@threeninesfilthy7973,Jordan is just doin Gods work out here.   Changing lives for the better.
@jonathanlee6098,Been listening to this man talk for several years and I&#39;m still learning. He has helped me probably more than anyone else.
@justinwilliamson5500,JP stating facts while trolling his haters because he’s dressed in a Joker suit is one of the best things on YouTube.
@robertsmith4474,"Jordan, &quot;I think we are at the beginning of the counter-enlightenment...&quot;  His eyes have been opened.  I am really looking forward to his new book."
@2FingerTuesday,I need to save this video somewhere to show my children in the future.  My twins are just 20 months old at the moment.
@HeidiJoubert,Oh I love this. Big up to the pioneers of truth in an age of deep deception ❤
@2FingerTuesday,Jordan Peterson is on fire lately.  I feel like he&#39;s sharper than he&#39;s been in a very long time.
@CedarSpringWolf,lol Peterson watches the Trailer Park Boys. Glad we have the same taste. ;)
@newdawnrising8110,JP could change the world this week IF ONLY he was able to take his own advise and tell the truth.  Unfortunately just like Tucker he seems to have totally sold out to the right wing think tanks. He is promoting their agenda without looking at the bigger picture. We need ppl like him to wake up the hypnotized masses. He needs to explain corporate power and how it is corrupting everything.
@10.6.12.,"God, is the uncreated ... we can never know Him (His essence). We can only experience His energies."
@10.6.12.,"Chrisn Williams has to be one of the best interviewers on the internet.  Never ever lazy, no soft ball pitchs, just smart, provocative, intelegent inquiry."
@catejames6453,Wish JP would dissect Cinderella
@thegoodlightllc4093,"Listening to JP talk about religion, for example, the way he just talked about the blasphemy of the Holy &quot;Ghost,&quot; is the most arrogant and prime example of how Jordan has become the very thing he claims to be so against. After he destroys even remotely the context or even close attempt at what the passage is in short about, he immediately goes onto to say how deeply he is afraid of the consequences of saying something that is false. While having no clue that he should seriously just probably tone down the religion pedastal he loves to get on and so often sounds like a typical arrogant man obsessed with and tormented by false/misguided interpretations of biblical texts."
@10.6.12.,Eastern Orthodoxy: &quot;No one is saved alone.&quot;
@markstenka3585,Funny as hell when you choose to add in the manscape add. 😅 Great topic and guest.
@outshout1054,"What value is in Science that predisposes us to its pursuit, that also doesn&#39;t rely upon Science and avoids begging the question"
@DamonCassidy,That opening line. Profound
@gort4166,He has just described me to a tee but I doubt I&#39;m strong enough to do anything about it now.
@nicholaskoenig3106,Religion is delusional by definition.  Its also an illusion.  I love Peterson otherwise.
@twodeepmatt,Interesting to hear Jordan Peterson say the barbarians are at the gates of the enlightenment. Things were going pretty well for humanity before the enlightenment. Should be an interesting couple centuries post. lol
@abdullahhussen-sm8lr,Wow awesome conservation
@supermancd1988,"Self improvement, self discipline and philosophy is truly where JP shines. This side of him truly does help so many people, myself included."
@jluzin,this dudes brain got scrambled by benzos...
@sologmomma2494,Almost spit my coffee out when the meat popped up 😂
@stefhitch,"The way that JP meticulously selects his words, similar to a carpenter or mechanic selecting the exactly correct tool for the job, it translates to a 3.5hr podcast containing more thought provoking ideas than 30hrs of most others. Love this interview, thank you so much for doing it @modernwisdom &lt;3"
@duckielouise,"Love Jordan, but he does this thing where he&#39;ll take a bible verse and use it for something that has nothing to do with the original context.  When Jesus said &quot;seek and you shall find&quot; He was talking about people seeking God.  <br><br>JP&#39;s smarter than that, not sure what&#39;s going on."
@odnilniloc,"The first three minutes must be the greatest initial three minutes of any podcast, ever! Incredible wisdom so succinctly put, by a truly great mind of our times. Thank you to all involved."
@badrabbit9964,I like Jordan Peterson. I don&#39;t think I&#39;ve ever seen him smile though.
,Thank you for the episode!
@demondbrooks568,Dr Peterson can really dissect human behavior like no other.  He convicted me a few times in this video as a 49 year old single man without kids.
@carolinewalker3106,"I came across Jordan when I was in a very dark place , ( I believe that the universe led me to him ) and I&#39;ve listened to him on many podcasts  , whilst walking dogs , his words have helped me move slowly and incrementally forwards  and towards hope , thank you Jordan , you have helped me move out of that dark place , I now go to dance classes , working and connecting with my family in Australia  ( I was adopted at birth ) and making my bed !! ❤❤❤❤ ❤️"
@Rajinbin,He&#39;s right science is dying we now have 200 + genders and sexes. This is something they know is false.
@aliciabadashian7234,❤❤❤❤❤Dr Jordan Peterson
@stevenholmes4628,I pay not to have adverts.
@missdemeanors7138,JP is the rare combination of brilliance and humility. What a gift. ♥️
@ViewerRG,"This talk was FILLED with so much value! Every 5 minutes has me reflecting and recognizing subject points as they pertain to my life. Gotta watch every second of this, thanks for the post."
@hrshrs3179,"Mens self help channels- “ You are in charge of your destiny, make your self attractive to women”<br>“Women only go for 10% of physically blessed men and I’m one of them and talking about this makes me feel even better”"
@viktorbanczi9905,I know Mr. Peterson helped so many people and I know he is a great human being. I just can’t get over the hateful comments he had when speaking about “give them hell” on x to Palestinians. I can’t listen or admire somebody who with so much influence is putting out hate. It has nothing to do with his message. I know it’s great. But that crossed the line for me. What do you guys think? Would love to hear your feedback. Love! 🤍
@sytro3409,How&#39;d you feel having Jordan on the show??
@ZiggyZagsSensory,"The beautiful moment at around 26 minutes, when Chris is talking about how despondent one can become when comparing themselves to the greats that they listen to, like Jordan, who have perfect recall and can quote everything they’ve ever learnt from memory, and then Jordan completely mangles his quotation of one of the titles of the chapters in his own book!<br><br>Goes to show that you don’t have to get everything perfectly right all the time. It’s totally okay to make silly mistakes, and even the greats do it."
@catherinemothersill4703,Many don&#39;t like the truth...
@CM-iz5ny,That manscaped ad was well placed🤌
@jan-olofharnvall8760,"Stop wasting my life? Hey! It’s my fucking life, and Mine to waste any way I want 😂<br>Love both you guys 🥰"
@adamlee2550,Gosh darn peterson looking like a painting.<br><br>The production on this got me creaming my jeans.
@pollomollo,"Anyone who doesn’t appreciate this man is small minded, proud, and angry at life."
@eliasastol7926,"I do not believe in god.  I am good.  I do not like reading much, takes up too much time.  I would read your book that you claim &quot;makes you believe&quot; if I did not have to buy it.  I have a lot of respect for you Jordan, and I have many friends who are religious, but I can not figure out how intelligent people believe in god."
@TheMABExperience,"I’ve watched a lot of people get stuck in a cynical state of mind and they’re still doing the same things and talking the same talk that they’ve been stuck on for as long as I’ve known them. Cynicism is a necessary phase in becoming more realistic, but it doesn’t end well if you stay there. You have to hold on to some inkling of optimism in order to push forward. The fast track is ideal, but slow growth is better than no growth. 💯💪🏾"
@davidheard723,"This man changed my life in ways I could never repay. I went from a homeless, jobless man-child, blaming everything on everyone. Came across his lectures, and it changed everything. Then combine Dr Peterson with David Goggins and life is now something I never imagined. I work with horses and children who can&#39;t attend mainstream school. Have helped countless people to better their own lives and the future is beyond bright its blinding.<br>Thank you Chris and the team for what you do too. Some of your podcasts have helped in dark times or when the world doesn&#39;t make sense. Keep up the great work 🙏"
@IceCreamHoldingFee,I really hate your long table and the sheer space between you and your interviewee.  It&#39;s very detaching and distracting.  Are you social distancing still? 🤣😉
@owcazczarnatwarza,"It was an interview hard to listen to for me. JP keeps interrupting, doesn&#39;t wait until the end of the question or statement, takes over interpreted bible quotes as truth and keeps putting the gospel everywhere. That&#39;s why I can&#39;t listen to his podcast, especially after that embarrassing, in my view, interview with Richard Dawkins. I was a JP fan back in the day when he was speaking about responsibility and compelled speech. I&#39;m as disappointed with him as with Sam Harris and recently Douglas Murray. I&#39;m happy though that it seems like he&#39;s still helping people to get on the track."
@jsmith1899,"looks like he might have had a facelift, it looks good."
@theakirschblatt8393,Its so clear he wants to believe in god - but doesnt.
@delfacto121,"There is no one biblical (or any similar) god, never was and never will be! Every alcoholic or post alcoholic who killed enough brain cells seem to discover god. Another issues are that our science is a delusion and that there is much more than we know and are even able to imagine but still there is no one god, never was and never will be. Agree on importance of truth though, always and forever."
@aerienanant4914,"Every words that Dr say is hit my heart really hard, tks for sharing and God blessing have u two tks alot❤❤❤"
@9003andi,"Are you serious man, grooming tool ad... I will die laughing at the gym. Great podcast"
@Spychu1993,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=6110"">1:41:50</a> - THE TRUTH"
@samgebhardt5135,"Key light from  screen right, shelf 30% smaller, element light 45% dimmer 20% cooler. Fg element to balance and compliment desaturate purple jacket"
@Phaedrus87,"The more I listen to Jordan Peterson, the more I suspect he is the personification of the &quot;second coming&quot;."
@kinolima235,🎉 Thank you very much 🎉
@jovoorheescollinsmphbsnbch6245,I&#39;m gonna have to listen to this like 10 times to truly take it all in.....<br>Dr. Peterson really helped me change myself. Sometimes I don&#39;t even think he actually knows what he&#39;s saying....as if he is channeling some higher being wisdom......its so beautiful to watch and hear......
@LOL13262,He really makes me feel like I talk on easy mode haha
